inference_index,op_index,event_name,semantic_layer_name,kernel_tag,semantic_role,relative_start_ns,duration_ns,absolute_monotonic_start_ns,absolute_monotonic_end_ns,inference_ts_start_ns,inference_ts_end_ns,inference_dur_us,source_etdump_file
0,0,"Transpose (ND, X32) #1",layout_transform,TRANSPOSE,layout_transform,0,4815000,1476872966792978,1476872971607978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,1,"Convolution (NHWC, F32) IGEMM #1",features.0.0,K3,stem_conv,4815000,3904000,1476872971607978,1476872975511978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,2,"Convolution (NHWC, F32) DWConv #1",features.1.conv.0,K3DW,depthwise,8719000,4019000,1476872975511978,1476872979530978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,3,"Fully Connected (NC, F32) GEMM #1",features.1.conv.3,K1,project,12738000,3526000,1476872979530978,1476872983056978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,4,"Fully Connected (NC, F32) GEMM #2",features.2.conv.0,K1,expand,16264000,4448000,1476872983056978,1476872987504978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,5,"Convolution (NHWC, F32) DWConv #2",features.2.conv.3,K3DW,depthwise,20712000,3611000,1476872987504978,1476872991115978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,6,"Fully Connected (NC, F32) GEMM #3",features.2.conv.6,K1,project,24323000,3894000,1476872991115978,1476872995009978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,7,"Fully Connected (NC, F32) GEMM #4",features.3.conv.0,K1,expand,28217000,4016000,1476872995009978,1476872999025978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,8,"Convolution (NHWC, F32) DWConv #3",features.3.conv.3,K3DW,depthwise,32233000,4416000,1476872999025978,1476873003441978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,9,"Fully Connected (NC, F32) GEMM #5",features.3.conv.6,K1,project+skip_fused,36649000,4048000,1476873003441978,1476873007489978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,10,Add (ND) #1,residual_add,ADD,residual_add,40697000,3673000,1476873007489978,1476873011162978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,11,"Fully Connected (NC, F32) GEMM #6",features.4.conv.0,K1,expand,44370000,4056000,1476873011162978,1476873015218978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,12,"Convolution (NHWC, F32) DWConv #4",features.4.conv.3,K3DW,depthwise,48426000,3735000,1476873015218978,1476873018953978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,13,"Fully Connected (NC, F32) GEMM #7",features.4.conv.6,K1,project,52161000,3694000,1476873018953978,1476873022647978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,14,"Fully Connected (NC, F32) GEMM #8",features.5.conv.0,K1,expand,55855000,3601000,1476873022647978,1476873026248978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,15,"Convolution (NHWC, F32) DWConv #5",features.5.conv.3,K3DW,depthwise,59456000,3765000,1476873026248978,1476873030013978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,16,"Fully Connected (NC, F32) GEMM #9",features.5.conv.6,K1,project+skip_fused,63221000,3741000,1476873030013978,1476873033754978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,17,Add (ND) #2,residual_add,ADD,residual_add,66962000,3530000,1476873033754978,1476873037284978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,18,"Fully Connected (NC, F32) GEMM #10",features.6.conv.0,K1,expand,70492000,3757000,1476873037284978,1476873041041978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,19,"Convolution (NHWC, F32) DWConv #6",features.6.conv.3,K3DW,depthwise,74249000,3908000,1476873041041978,1476873044949978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,20,"Fully Connected (NC, F32) GEMM #11",features.6.conv.6,K1,project+skip_fused,78157000,3828000,1476873044949978,1476873048777978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,21,Add (ND) #3,residual_add,ADD,residual_add,81985000,3642000,1476873048777978,1476873052419978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,22,"Fully Connected (NC, F32) GEMM #12",features.7.conv.0,K1,expand,85627000,3567000,1476873052419978,1476873055986978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,23,"Convolution (NHWC, F32) DWConv #7",features.7.conv.3,K3DW,depthwise,89194000,3481000,1476873055986978,1476873059467978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,24,"Fully Connected (NC, F32) GEMM #13",features.7.conv.6,K1,project,92675000,3503000,1476873059467978,1476873062970978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,25,"Fully Connected (NC, F32) GEMM #14",features.8.conv.0,K1,expand,96178000,3707000,1476873062970978,1476873066677978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,26,"Convolution (NHWC, F32) DWConv #8",features.8.conv.3,K3DW,depthwise,99885000,3570000,1476873066677978,1476873070247978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,27,"Fully Connected (NC, F32) GEMM #15",features.8.conv.6,K1,project+skip_fused,103455000,3620000,1476873070247978,1476873073867978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,28,Add (ND) #4,residual_add,ADD,residual_add,107075000,3569000,1476873073867978,1476873077436978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,29,"Fully Connected (NC, F32) GEMM #16",features.9.conv.0,K1,expand,110644000,3790000,1476873077436978,1476873081226978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,30,"Convolution (NHWC, F32) DWConv #9",features.9.conv.3,K3DW,depthwise,114434000,3762000,1476873081226978,1476873084988978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,31,"Fully Connected (NC, F32) GEMM #17",features.9.conv.6,K1,project+skip_fused,118196000,3867000,1476873084988978,1476873088855978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,32,Add (ND) #5,residual_add,ADD,residual_add,122063000,3289000,1476873088855978,1476873092144978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,33,"Fully Connected (NC, F32) GEMM #18",features.10.conv.0,K1,expand,125352000,3292000,1476873092144978,1476873095436978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,34,"Convolution (NHWC, F32) DWConv #10",features.10.conv.3,K3DW,depthwise,128644000,3666000,1476873095436978,1476873099102978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,35,"Fully Connected (NC, F32) GEMM #19",features.10.conv.6,K1,project+skip_fused,132310000,3757000,1476873099102978,1476873102859978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,36,Add (ND) #6,residual_add,ADD,residual_add,136067000,3483000,1476873102859978,1476873106342978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,37,"Fully Connected (NC, F32) GEMM #20",features.11.conv.0,K1,expand,139550000,3852000,1476873106342978,1476873110194978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,38,"Convolution (NHWC, F32) DWConv #11",features.11.conv.3,K3DW,depthwise,143402000,3138000,1476873110194978,1476873113332978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,39,"Fully Connected (NC, F32) GEMM #21",features.11.conv.6,K1,project,146540000,4009000,1476873113332978,1476873117341978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,40,"Fully Connected (NC, F32) GEMM #22",features.12.conv.0,K1,expand,150549000,3900000,1476873117341978,1476873121241978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,41,"Convolution (NHWC, F32) DWConv #12",features.12.conv.3,K3DW,depthwise,154449000,3173000,1476873121241978,1476873124414978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,42,"Fully Connected (NC, F32) GEMM #23",features.12.conv.6,K1,project+skip_fused,157622000,4019000,1476873124414978,1476873128433978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,43,Add (ND) #7,residual_add,ADD,residual_add,161641000,3022000,1476873128433978,1476873131455978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,44,"Fully Connected (NC, F32) GEMM #24",features.13.conv.0,K1,expand,164663000,3909000,1476873131455978,1476873135364978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,45,"Convolution (NHWC, F32) DWConv #13",features.13.conv.3,K3DW,depthwise,168572000,3308000,1476873135364978,1476873138672978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,46,"Fully Connected (NC, F32) GEMM #25",features.13.conv.6,K1,project+skip_fused,171880000,4018000,1476873138672978,1476873142690978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,47,Add (ND) #8,residual_add,ADD,residual_add,175898000,3140000,1476873142690978,1476873145830978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,48,"Fully Connected (NC, F32) GEMM #26",features.14.conv.0,K1,expand,179038000,4052000,1476873145830978,1476873149882978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,49,"Convolution (NHWC, F32) DWConv #14",features.14.conv.3,K3DW,depthwise,183090000,3024000,1476873149882978,1476873152906978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,50,"Fully Connected (NC, F32) GEMM #27",features.14.conv.6,K1,project,186114000,3585000,1476873152906978,1476873156491978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,51,"Fully Connected (NC, F32) GEMM #28",features.15.conv.0,K1,expand,189699000,3430000,1476873156491978,1476873159921978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,52,"Convolution (NHWC, F32) DWConv #15",features.15.conv.3,K3DW,depthwise,193129000,3672000,1476873159921978,1476873163593978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,53,"Fully Connected (NC, F32) GEMM #29",features.15.conv.6,K1,project+skip_fused,196801000,3911000,1476873163593978,1476873167504978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,54,Add (ND) #9,residual_add,ADD,residual_add,200712000,3638000,1476873167504978,1476873171142978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,55,"Fully Connected (NC, F32) GEMM #30",features.16.conv.0,K1,expand,204350000,3948000,1476873171142978,1476873175090978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,56,"Convolution (NHWC, F32) DWConv #16",features.16.conv.3,K3DW,depthwise,208298000,3352000,1476873175090978,1476873178442978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,57,"Fully Connected (NC, F32) GEMM #31",features.16.conv.6,K1,project+skip_fused,211650000,4114000,1476873178442978,1476873182556978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,58,Add (ND) #10,residual_add,ADD,residual_add,215764000,3587000,1476873182556978,1476873186143978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,59,"Fully Connected (NC, F32) GEMM #32",features.17.conv.0,K1,expand,219351000,4009000,1476873186143978,1476873190152978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,60,"Convolution (NHWC, F32) DWConv #17",features.17.conv.3,K3DW,depthwise,223360000,3566000,1476873190152978,1476873193718978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,61,"Fully Connected (NC, F32) GEMM #33",features.17.conv.6,K1,project,226926000,4469000,1476873193718978,1476873198187978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,62,"Fully Connected (NC, F32) GEMM #34",features.18.0,K1,pointwise,231395000,4408000,1476873198187978,1476873202595978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,63,Mean (ND) Reduce2 #1,ReduceMean,GAP,global_avg_pool_step1,235803000,234000,1476873202595978,1476873202829978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,64,"Transpose (ND, X32) #2",layout_transform,TRANSPOSE,layout_transform,236037000,12000,1476873202829978,1476873202841978,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
0,65,"Fully Connected (NC, F32) GEMM #1",classifier.1,FC,classifier,236400309,3754000,1476873203193287,1476873206947287,1476872966792978,1476873213171152,246378,cache_2026-04-17_07-01-50_executorch_iter_00.etdump
1,0,"Transpose (ND, X32) #1",layout_transform,TRANSPOSE,layout_transform,0,4317000,1476873247269623,1476873251586623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,1,"Convolution (NHWC, F32) IGEMM #1",features.0.0,K3,stem_conv,4317000,3521000,1476873251586623,1476873255107623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,2,"Convolution (NHWC, F32) DWConv #1",features.1.conv.0,K3DW,depthwise,7838000,4007000,1476873255107623,1476873259114623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,3,"Fully Connected (NC, F32) GEMM #1",features.1.conv.3,K1,project,11845000,3467000,1476873259114623,1476873262581623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,4,"Fully Connected (NC, F32) GEMM #2",features.2.conv.0,K1,expand,15312000,4480000,1476873262581623,1476873267061623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,5,"Convolution (NHWC, F32) DWConv #2",features.2.conv.3,K3DW,depthwise,19792000,4186000,1476873267061623,1476873271247623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,6,"Fully Connected (NC, F32) GEMM #3",features.2.conv.6,K1,project,23978000,3899000,1476873271247623,1476873275146623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,7,"Fully Connected (NC, F32) GEMM #4",features.3.conv.0,K1,expand,27877000,4103000,1476873275146623,1476873279249623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,8,"Convolution (NHWC, F32) DWConv #3",features.3.conv.3,K3DW,depthwise,31980000,4086000,1476873279249623,1476873283335623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,9,"Fully Connected (NC, F32) GEMM #5",features.3.conv.6,K1,project+skip_fused,36066000,4060000,1476873283335623,1476873287395623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,10,Add (ND) #1,residual_add,ADD,residual_add,40126000,3624000,1476873287395623,1476873291019623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,11,"Fully Connected (NC, F32) GEMM #6",features.4.conv.0,K1,expand,43750000,3914000,1476873291019623,1476873294933623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,12,"Convolution (NHWC, F32) DWConv #4",features.4.conv.3,K3DW,depthwise,47664000,3629000,1476873294933623,1476873298562623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,13,"Fully Connected (NC, F32) GEMM #7",features.4.conv.6,K1,project,51293000,3602000,1476873298562623,1476873302164623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,14,"Fully Connected (NC, F32) GEMM #8",features.5.conv.0,K1,expand,54895000,3724000,1476873302164623,1476873305888623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,15,"Convolution (NHWC, F32) DWConv #5",features.5.conv.3,K3DW,depthwise,58619000,3776000,1476873305888623,1476873309664623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,16,"Fully Connected (NC, F32) GEMM #9",features.5.conv.6,K1,project+skip_fused,62395000,3687000,1476873309664623,1476873313351623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,17,Add (ND) #2,residual_add,ADD,residual_add,66082000,3498000,1476873313351623,1476873316849623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,18,"Fully Connected (NC, F32) GEMM #10",features.6.conv.0,K1,expand,69580000,3661000,1476873316849623,1476873320510623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,19,"Convolution (NHWC, F32) DWConv #6",features.6.conv.3,K3DW,depthwise,73241000,3795000,1476873320510623,1476873324305623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,20,"Fully Connected (NC, F32) GEMM #11",features.6.conv.6,K1,project+skip_fused,77036000,3701000,1476873324305623,1476873328006623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,21,Add (ND) #3,residual_add,ADD,residual_add,80737000,3604000,1476873328006623,1476873331610623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,22,"Fully Connected (NC, F32) GEMM #12",features.7.conv.0,K1,expand,84341000,3789000,1476873331610623,1476873335399623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,23,"Convolution (NHWC, F32) DWConv #7",features.7.conv.3,K3DW,depthwise,88130000,3606000,1476873335399623,1476873339005623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,24,"Fully Connected (NC, F32) GEMM #13",features.7.conv.6,K1,project,91736000,3623000,1476873339005623,1476873342628623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,25,"Fully Connected (NC, F32) GEMM #14",features.8.conv.0,K1,expand,95359000,3769000,1476873342628623,1476873346397623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,26,"Convolution (NHWC, F32) DWConv #8",features.8.conv.3,K3DW,depthwise,99128000,3795000,1476873346397623,1476873350192623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,27,"Fully Connected (NC, F32) GEMM #15",features.8.conv.6,K1,project+skip_fused,102923000,3833000,1476873350192623,1476873354025623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,28,Add (ND) #4,residual_add,ADD,residual_add,106756000,3478000,1476873354025623,1476873357503623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,29,"Fully Connected (NC, F32) GEMM #16",features.9.conv.0,K1,expand,110234000,3692000,1476873357503623,1476873361195623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,30,"Convolution (NHWC, F32) DWConv #9",features.9.conv.3,K3DW,depthwise,113926000,3492000,1476873361195623,1476873364687623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,31,"Fully Connected (NC, F32) GEMM #17",features.9.conv.6,K1,project+skip_fused,117418000,3680000,1476873364687623,1476873368367623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,32,Add (ND) #5,residual_add,ADD,residual_add,121098000,3596000,1476873368367623,1476873371963623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,33,"Fully Connected (NC, F32) GEMM #18",features.10.conv.0,K1,expand,124694000,3767000,1476873371963623,1476873375730623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,34,"Convolution (NHWC, F32) DWConv #10",features.10.conv.3,K3DW,depthwise,128461000,3640000,1476873375730623,1476873379370623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,35,"Fully Connected (NC, F32) GEMM #19",features.10.conv.6,K1,project+skip_fused,132101000,3401000,1476873379370623,1476873382771623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,36,Add (ND) #6,residual_add,ADD,residual_add,135502000,3651000,1476873382771623,1476873386422623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,37,"Fully Connected (NC, F32) GEMM #20",features.11.conv.0,K1,expand,139153000,3973000,1476873386422623,1476873390395623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,38,"Convolution (NHWC, F32) DWConv #11",features.11.conv.3,K3DW,depthwise,143126000,3856000,1476873390395623,1476873394251623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,39,"Fully Connected (NC, F32) GEMM #21",features.11.conv.6,K1,project,146982000,4069000,1476873394251623,1476873398320623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,40,"Fully Connected (NC, F32) GEMM #22",features.12.conv.0,K1,expand,151051000,3624000,1476873398320623,1476873401944623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,41,"Convolution (NHWC, F32) DWConv #12",features.12.conv.3,K3DW,depthwise,154675000,3980000,1476873401944623,1476873405924623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,42,"Fully Connected (NC, F32) GEMM #23",features.12.conv.6,K1,project+skip_fused,158655000,4032000,1476873405924623,1476873409956623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,43,Add (ND) #7,residual_add,ADD,residual_add,162687000,3465000,1476873409956623,1476873413421623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,44,"Fully Connected (NC, F32) GEMM #24",features.13.conv.0,K1,expand,166152000,4213000,1476873413421623,1476873417634623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,45,"Convolution (NHWC, F32) DWConv #13",features.13.conv.3,K3DW,depthwise,170365000,3867000,1476873417634623,1476873421501623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,46,"Fully Connected (NC, F32) GEMM #25",features.13.conv.6,K1,project+skip_fused,174232000,3992000,1476873421501623,1476873425493623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,47,Add (ND) #8,residual_add,ADD,residual_add,178224000,3435000,1476873425493623,1476873428928623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,48,"Fully Connected (NC, F32) GEMM #26",features.14.conv.0,K1,expand,181659000,4028000,1476873428928623,1476873432956623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,49,"Convolution (NHWC, F32) DWConv #14",features.14.conv.3,K3DW,depthwise,185687000,3605000,1476873432956623,1476873436561623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,50,"Fully Connected (NC, F32) GEMM #27",features.14.conv.6,K1,project,189292000,3717000,1476873436561623,1476873440278623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,51,"Fully Connected (NC, F32) GEMM #28",features.15.conv.0,K1,expand,193009000,3995000,1476873440278623,1476873444273623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,52,"Convolution (NHWC, F32) DWConv #15",features.15.conv.3,K3DW,depthwise,197004000,3254000,1476873444273623,1476873447527623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,53,"Fully Connected (NC, F32) GEMM #29",features.15.conv.6,K1,project+skip_fused,200258000,4073000,1476873447527623,1476873451600623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,54,Add (ND) #9,residual_add,ADD,residual_add,204331000,3574000,1476873451600623,1476873455174623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,55,"Fully Connected (NC, F32) GEMM #30",features.16.conv.0,K1,expand,207905000,3622000,1476873455174623,1476873458796623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,56,"Convolution (NHWC, F32) DWConv #16",features.16.conv.3,K3DW,depthwise,211527000,3971000,1476873458796623,1476873462767623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,57,"Fully Connected (NC, F32) GEMM #31",features.16.conv.6,K1,project+skip_fused,215498000,4340000,1476873462767623,1476873467107623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,58,Add (ND) #10,residual_add,ADD,residual_add,219838000,3184000,1476873467107623,1476873470291623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,59,"Fully Connected (NC, F32) GEMM #32",features.17.conv.0,K1,expand,223022000,4494000,1476873470291623,1476873474785623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,60,"Convolution (NHWC, F32) DWConv #17",features.17.conv.3,K3DW,depthwise,227516000,3249000,1476873474785623,1476873478034623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
1,61,"Fully Connected (NC, F32) GEMM #33",features.17.conv.6,K1,project,230765000,4841000,1476873478034623,1476873482875623,1476873247269623,1476873497517018,250247,cache_2026-04-17_07-01-50_executorch_iter_01.etdump
