Cmdline: /system/bin/simpleperf record -p 30765 --duration 8 -o /data/local/tmp/perf.data
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 14060
Event count: 5616537326

Children  Self   Shared Object                                                                                                                                   Symbol
0.00%     0.00%  [JIT app cache]                                                                                                                                 android.widget.TextView.getBaseline
0.00%     0.00%  /system/lib64/libhwui.so                                                                                                                        CircularRRectOp::onExecute(GrOpFlushState*, SkRect const&)
0.00%     0.00%  [JIT app cache]                                                                                                                                 java.util.ArrayList.clear
0.00%     0.00%  /system/lib64/libutils.so                                                                                                                       android::VectorImpl::push(void const*)
0.00%     0.00%  /system/lib64/libhwui.so                                                                                                                        GrGLSLProgramDataManager::setRuntimeEffectUniforms(SkSpan<SkRuntimeEffect::Uniform const>, SkSpan<GrResourceHandle<GrGLSLProgramDataManager::UniformHandleKind> const>, SkSpan<GrGLSLProgramDataManager::Specialized const>, void const*) const
0.00%     0.00%  [kernel.kallsyms]                                                                                                                               __call_rcu_common
0.00%     0.00%  [kernel.kallsyms]                                                                                                                               finish_task_switch
0.00%     0.00%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  fcntl
0.00%     0.00%  /system/lib64/libhwui.so                                                                                                                        GrDirectContext::abandoned()
0.00%     0.00%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               cmemp_pmem_chain_sync_range.llvm.498341306990068698
0.00%     0.00%  [JIT app cache]                                                                                                                                 android.widget.TextView.unregisterForPreDraw
0.00%     0.00%  /system/lib64/libhwui.so                                                                                                                        analysis_properties(GrProcessorAnalysisColor const&, GrProcessorAnalysisCoverage const&, GrCaps const&, GrClampType, SkBlendMode) (.__uniq.141573415013614041330697293483773236472.llvm.14631461283372058454)
